AwayTeam,HomeTeam,AwayOffense,AwayDefense,AwayDiscapline,AwayTeamScore,AwayCenScore,AwayDefScore,AwayGScore,AwayWingScore,AwayPlayerScore,AwaySchedScore,AwayFloStrength,Awaylast3games,Awaylast5games,Awaylast7games,Awaylast10games,AwayPlayedYest,HomeOffense,HomeDefense,HomeDiscapline,HomeTeamScore,HomeCenScore,HomeDefScore,HomeGScore,HomeWingScore,HomePlayerScore,HomeSchedScore,HomeFloStrength,Homelast3games,Homelast5games,Homelast7games,Homelast10games,HomePlayedYest,gameID,ASpread,SpreadAwayOdd,HSpread,SpreadHomeOdd,OU,BookWin,BookSpread,predPD,FloWin,predOU,FloSpr,FloOU,SprWinnings,OUWinnings,AwayBookOdds,HomeBookOdds,WLWinnings,AScore,HScore,WTeam,TotGl,PD,MLCorr,ActSpr,ActOU,OUCorr,SprCorr,MLNet,SprNet,OUNet
WSH,DAL,-1.748,0.13,0.911,0.389,-0.24,-0.559,0.156,-0.148,0.319,0.316,0.318,0.219,0.379,0.383,0.336,0,0.839,0.183,-0.631,0.569,0.187,0.552,-0.113,1.02,0.651,0.66,0.638,0.519,0.539,0.657,0.709,0,WSHDAL20240127,1.5,-126,-1.5,106,6.5,DAL,1.5,-3.5999999999999996,DAL,4.7780000000000005,-1.5,Under,1.06,0.91,96,-116,0.86,4,5,DAL,9,1,1,1.5,Over,0,0,0.86,-1,-1
NSH,EDM,-0.07,0.104,0.226,0.507,0.154,-0.01,0.008,-0.192,0.422,0.501,0.471,0.439,0.413,0.519,0.44,0,1.404,1.017,-1.497,0.664,0.448,0.336,0.473,0.273,0.636,0.674,0.722,0.702,0.778,0.751,0.798,0,NSHEDM20240127,1.5,-133,-1.5,111,6.5,EDM,1.5,-2.91,EDM,6.213,-1.5,Under,1.11,0.91,101,-121,0.83,1,4,EDM,5,3,1,-1.5,Under,1,1,0.83,0.91,1.11
BUF,SJS,-0.085,0.235,0.759,0.527,-0.083,0.053,-0.457,0.252,0.395,0.427,0.481,0.437,0.511,0.52,0.559,0,-2.551,-2.491,1.806,0.133,-0.327,-0.806,-0.29,-0.393,0.18,0.062,0.085,0.636,0.491,0.465,0.33,0,BUFSJS20240127,-1.5,130,1.5,-154,6,BUF,1.5,3.559999999999999,BUF,5.62,-1.5,Under,1.3,0.91,-120,100,0.83,5,2,BUF,7,3,1,-1.5,Over,0,1,0.83,-1,1.3
NYR,OTT,0.355,0.829,-1.16,0.572,-0.108,0.44,0.085,0.329,0.529,0.577,0.542,0.428,0.325,0.417,0.318,1,0.924,-0.731,1.048,0.536,0.016,0.691,-0.956,0.403,0.448,0.471,0.511,0.624,0.649,0.558,0.44,0,NYROTT20240127,-1.5,193,1.5,-238,6.5,NYR,1.5,-0.09000000000000075,OTT,7.181,1.5,Over,0.42,0.91,-183,163,1.63,7,2,NYR,9,5,0,-1.5,Over,1,0,-1,0.91,-1
NJD,TBL,0.521,-0.314,-0.266,0.511,0.118,0.222,-0.912,0.229,0.38,0.454,0.454,0.409,0.445,0.466,0.448,0,0.342,-0.114,-1.789,0.483,0.27,0.193,-0.359,0.851,0.557,0.55,0.559,0.675,0.797,0.815,0.744,0,NJDTBL20240127,1.5,-188,-1.5,156,6.5,TBL,1.5,-1.450000000000001,TBL,7.2909999999999995,1.5,Over,0.53,0.91,146,-166,0.6,3,6,TBL,9,3,1,-1.5,Over,1,0,0.6,0.91,-1
MTL,PIT,-1.162,-1.493,1.195,0.311,-0.273,-0.027,-0.017,-0.317,0.341,0.305,0.261,0.288,0.254,0.283,0.315,0,0.486,0.519,0.755,0.595,0.246,0.202,0.839,-0.343,0.556,0.527,0.579,0.338,0.43,0.485,0.455,1,MTLPIT20240127,1.5,-125,-1.5,105,6.5,PIT,1.5,-3.5799999999999987,PIT,6.298,-1.5,Under,1.05,0.91,95,-115,0.87,2,3,PIT,5,1,1,1.5,Under,1,0,0.87,0.91,-1
ARI,CAR,-0.969,-0.189,-0.513,0.397,0.06,-0.155,0.301,0.448,0.516,0.483,0.429,0.445,0.46,0.55,0.446,0,1.075,1.442,-1.946,0.662,0.007,0.557,-1.131,0.05,0.357,0.595,0.581,0.471,0.467,0.524,0.653,0,ARICAR20240127,1.5,-121,-1.5,101,6,CAR,1.5,-1.9199999999999995,CAR,4.853,-1.5,Under,1.01,0.91,91,-111,0.9,1,3,CAR,4,2,1,-1.5,Under,1,1,0.9,0.91,1.01
TOR,WPG,1.089,-0.139,-0.208,0.572,0.714,0.232,-0.674,0.112,0.48,0.565,0.545,0.567,0.545,0.43,0.469,0,0.233,1.566,0.882,0.661,-0.284,0.04,1.594,0.489,0.678,0.731,0.697,0.426,0.435,0.517,0.596,0,TORWPG20240127,1.5,-226,-1.5,185,6,WPG,1.5,-1.92,WPG,5.895,-1.5,Under,1.85,0.91,175,-195,0.51,4,2,TOR,6,2,0,1.5,Under,1,0,-1,0.91,-1
FLA,NYI,1.047,1.549,-0.423,0.699,0.567,0.195,0.674,-0.205,0.595,0.651,0.702,0.76,0.619,0.481,0.657,1,-0.352,-1.467,0.563,0.366,0.79,0.699,0.578,0.09,0.721,0.38,0.436,0.472,0.399,0.221,0.225,0,FLANYI20240127,-1.5,179,1.5,-219,6,FLA,1.5,2.259999999999999,FLA,6.6129999999999995,-1.5,Over,1.79,0.91,-169,149,0.59,3,2,FLA,5,1,1,1.5,Under,0,0,0.59,-1,-1
VEG,DET,0.371,0.493,-0.541,0.558,0.295,0.129,1.068,-0.029,0.626,0.644,0.632,0.617,0.751,0.72,0.683,1,0.103,-0.694,-0.54,0.442,0.101,0.463,0.15,0.47,0.588,0.584,0.525,0.635,0.61,0.686,0.664,0,VEGDET20240127,1.5,-222,-1.5,181,6,DET,1.5,0.6699999999999999,VEG,6.675,1.5,Over,0.45,0.91,171,-191,1.71,2,5,DET,7,3,0,-1.5,Over,1,0,-1,0.91,-1
ANA,MIN,-1.197,-1.151,0.569,0.324,-0.04,-0.196,-0.156,-0.423,0.316,0.304,0.263,0.466,0.31,0.254,0.298,0,-0.263,-0.448,0.458,0.452,0.18,-0.145,-0.386,0.283,0.418,0.428,0.426,0.663,0.595,0.477,0.336,0,ANAMIN20240127,1.5,-136,-1.5,114,6,MIN,1.5,-2.03,MIN,6.139,-1.5,Over,1.14,0.91,104,-124,0.81,3,2,ANA,5,1,0,1.5,Under,0,0,-1,-1,-1
CHI,CGY,-2.316,-1.241,1.674,0.249,-0.196,-0.753,-0.513,-0.738,0.128,0.124,0.123,0.25,0.24,0.224,0.29,0,0.236,0.072,0.29,0.531,0.257,0.352,-0.081,-0.243,0.466,0.473,0.495,0.295,0.332,0.462,0.489,0,CHICGY20240127,1.5,-109,-1.5,-111,6,CGY,1.5,-4.12,CGY,5.089,-1.5,Under,0.9,0.91,-121,101,1.01,0,1,CGY,1,1,1,1.5,Under,1,0,1.01,0.91,-1
CBJ,VAN,-0.434,-1.665,0.797,0.348,-0.257,0.09,-0.331,0.102,0.373,0.321,0.307,0.451,0.408,0.297,0.307,0,0.409,0.897,-0.231,0.6,0.8,0.916,1.061,0.701,0.901,0.794,0.754,0.583,0.552,0.576,0.692,0,CBJVAN20240127,1.5,-104,-1.5,-117,6.5,VAN,1.5,-4.87,VAN,6.742999999999999,-1.5,Over,0.85,0.91,-127,107,1.07,4,5,VAN,9,1,1,1.5,Over,1,0,1.07,0.91,-1
LAK,STL,0.846,1.314,-1.092,0.651,0.106,0.196,0.834,0.288,0.61,0.597,0.622,0.284,0.332,0.374,0.319,0,-0.652,-0.433,1.252,0.438,0.277,-0.086,0.372,0.02,0.501,0.432,0.456,0.608,0.546,0.484,0.526,0,LAKSTL20240128,-1.5,155,1.5,-187,6.5,LAK,1.5,1.259999999999999,LAK,5.313,1.5,Under,0.53,0.91,-145,125,0.69,3,4,STL,7,1,0,1.5,Over,0,1,-1,-1,0.53
CBJ,SEA,-0.408,-1.696,1.034,0.352,-0.244,0.101,-0.427,0.103,0.365,0.321,0.312,0.513,0.46,0.329,0.302,1,-0.664,0.499,0.079,0.488,-0.04,0.132,0.354,-0.13,0.467,0.454,0.471,0.476,0.379,0.394,0.562,0,CBJSEA20240128,1.5,-122,-1.5,102,6,SEA,1.5,-1.9899999999999998,SEA,6.125,-1.5,Over,1.02,0.91,92,-112,0.89,2,4,SEA,6,2,1,-1.5,Under,0,1,0.89,-1,1.02
NSH,OTT,-0.133,0.117,0.377,0.506,0.137,-0.041,-0.038,-0.212,0.406,0.491,0.459,0.402,0.422,0.415,0.455,0,0.865,-0.829,0.851,0.52,-0.008,0.634,-1.123,0.379,0.411,0.448,0.466,0.393,0.456,0.471,0.39,0,NSHOTT20240129,1.5,-253,-1.5,204,6.5,OTT,1.5,-0.47000000000000064,OTT,7.444,1.5,Over,0.4,0.91,194,-214,0.47,3,4,OTT,7,1,1,1.5,Over,1,1,0.47,0.91,0.4
CBJ,STL,-0.431,-1.668,1.212,0.356,-0.342,0.077,-0.457,0.123,0.347,0.313,0.307,0.509,0.375,0.363,0.312,0,-0.607,-0.441,1.194,0.44,0.299,0.001,0.383,0.014,0.515,0.44,0.47,0.612,0.666,0.53,0.525,0,CBJSTL20240130,1.5,-169,-1.5,142,6.5,STL,1.5,-2.0299999999999994,STL,7.071,-1.5,Over,1.42,0.91,132,-152,0.66,1,0,CBJ,1,1,0,1.5,Under,0,0,-1,-1,-1
SJS,ANA,-2.541,-2.441,1.722,0.136,-0.379,-0.613,-0.181,-0.411,0.218,0.074,0.101,0.519,0.568,0.467,0.369,1,-1.174,-1.167,0.544,0.324,-0.013,-0.371,-0.088,-0.432,0.306,0.313,0.273,0.58,0.397,0.395,0.333,0,SJSANA20240131,1.5,-159,-1.5,135,6,ANA,1.5,-2.1200000000000006,ANA,5.893000000000001,-1.5,Under,1.35,0.91,125,-145,0.69,2,3,ANA,5,1,1,1.5,Under,1,0,0.69,0.91,-1
NYI,TOR,-0.396,-1.533,0.704,0.36,0.755,0.488,0.59,0.01,0.663,0.378,0.414,0.413,0.409,0.276,0.24,0,1.08,-0.093,-0.402,0.571,0.717,0.244,-0.623,0.03,0.475,0.58,0.557,0.707,0.63,0.531,0.501,0,NYITOR20240205,1.5,-181,-1.5,151,6.5,TOR,1.5,-1.8300000000000005,TOR,8.31,-1.5,Over,1.51,0.91,141,-161,0.62,3,2,NYI,5,1,0,1.5,Under,0,0,-1,-1,-1
COL,NYR,1.372,0.365,-1.218,0.615,1.12,0.77,-0.364,0.18,0.646,0.69,0.698,0.904,0.807,0.776,0.776,0,0.454,0.846,-0.93,0.585,-0.081,0.394,0.132,0.391,0.535,0.605,0.58,0.537,0.546,0.524,0.445,0,COLNYR20240205,1.5,-260,-1.5,210,6.5,NYR,1.5,0.7799999999999994,COL,6.614999999999999,1.5,Over,0.38,0.91,200,-220,2,1,2,NYR,3,1,0,1.5,Under,0,1,-1,-1,0.38
CGY,BOS,0.19,0.135,0.185,0.53,0.171,0.316,0.036,-0.278,0.463,0.474,0.492,0.351,0.314,0.407,0.505,0,0.46,0.452,-1.156,0.55,-0.131,0.171,1.18,2.023,0.843,0.704,0.729,0.7,0.819,0.914,0.819,0,CGYBOS20240206,1.5,-154,-1.5,129,6,BOS,1.5,-2.7700000000000005,BOS,6.063000000000001,-1.5,Over,1.29,0.91,119,-139,0.72,4,1,CGY,5,3,0,1.5,Under,0,0,-1,-1,-1
DAL,BUF,0.914,0.14,-0.61,0.572,0.205,0.594,-0.234,1.014,0.632,0.662,0.635,0.597,0.627,0.646,0.666,0,0.002,0.272,0.733,0.537,-0.169,-0.011,-0.138,0.288,0.428,0.431,0.496,0.538,0.499,0.495,0.517,0,DALBUF20240206,-1.5,158,1.5,-190,6.5,DAL,1.5,0.9899999999999993,DAL,6.504,1.5,Over,0.53,0.91,-148,128,0.68,2,1,DAL,3,1,1,1.5,Under,0,1,0.68,-1,0.53
PHI,FLA,0.418,0.779,0.004,0.596,0.037,-0.005,-0.378,-0.272,0.353,0.52,0.482,0.153,0.114,0.313,0.416,0,1.068,1.604,-0.514,0.704,0.554,0.188,0.663,-0.172,0.588,0.65,0.703,0.694,0.65,0.567,0.584,0,PHIFLA20240206,1.5,-137,-1.5,115,6,FLA,1.5,-2.6099999999999994,FLA,5.103,-1.5,Under,1.15,0.91,105,-125,0.8,2,1,PHI,3,1,0,1.5,Under,1,0,-1,0.91,-1
WPG,PIT,0.179,1.535,1.053,0.658,-0.015,0.318,1.593,0.44,0.728,0.715,0.701,0.322,0.419,0.403,0.563,0,0.502,0.549,0.869,0.601,0.251,0.212,0.856,-0.332,0.557,0.529,0.583,0.38,0.45,0.421,0.481,0,WPGPIT20240206,1.5,-269,-1.5,218,5.5,PIT,1.5,0.7799999999999994,WPG,4.5969999999999995,1.5,Under,0.37,0.91,208,-228,2.08,0,3,PIT,3,3,0,-1.5,Under,1,0,-1,0.91,-1
MTL,WSH,-1.166,-1.541,1.073,0.305,-0.279,-0.03,-0.061,-0.316,0.345,0.303,0.253,0.408,0.193,0.287,0.254,0,-1.672,0.014,0.879,0.385,-0.18,-0.552,0.017,-0.104,0.328,0.313,0.316,0.292,0.309,0.346,0.353,0,MTLWSH20240206,1.5,-181,-1.5,151,5.5,WSH,1.5,-1.0299999999999998,WSH,4.689,1.5,Under,0.55,0.91,141,-161,0.62,5,2,MTL,7,3,0,1.5,Over,0,1,-1,-1,0.55
VAN,CAR,0.489,0.864,-0.437,0.6,0.813,0.905,0.995,0.747,0.87,0.792,0.743,0.535,0.591,0.568,0.682,0,1.101,1.594,-1.965,0.676,0.015,0.57,-1.247,0.029,0.351,0.603,0.591,0.644,0.55,0.517,0.583,0,VANCAR20240206,1.5,-200,-1.5,164,6.5,CAR,1.5,1.1199999999999992,VAN,5.132,1.5,Under,0.5,0.91,154,-174,1.54,3,2,VAN,5,1,1,1.5,Under,1,1,1.54,0.91,0.5
COL,NJD,1.311,0.391,-1.18,0.613,1.108,0.742,-0.382,0.143,0.636,0.682,0.686,0.78,0.715,0.716,0.803,1,0.486,-0.493,-0.293,0.494,0.164,0.146,-0.989,0.252,0.378,0.438,0.423,0.421,0.391,0.312,0.366,0,COLNJD20240206,-1.5,206,1.5,-254,6.5,COL,1.5,2.2300000000000004,COL,7.898999999999999,-1.5,Over,2.06,0.91,-196,176,0.51,3,5,NJD,8,2,0,1.5,Over,1,0,-1,0.91,-1
EDM,VEG,1.364,1.074,-1.651,0.662,0.493,0.386,0.564,0.254,0.647,0.691,0.731,0.755,0.782,0.798,0.811,0,0.347,0.422,-0.429,0.553,0.293,0.122,0.989,-0.063,0.602,0.624,0.601,0.546,0.523,0.689,0.594,0,EDMVEG20240206,-1.5,173,1.5,-210,6,EDM,1.5,0.8999999999999995,EDM,6.215,1.5,Over,0.48,0.91,-163,143,0.61,1,3,VEG,4,2,0,1.5,Under,0,1,-1,-1,0.48
DAL,TOR,0.904,0.094,-0.586,0.568,0.219,0.58,-0.059,0.979,0.654,0.668,0.632,0.611,0.564,0.569,0.617,1,1.108,-0.094,-0.494,0.571,0.724,0.22,-0.699,0.023,0.467,0.573,0.549,0.616,0.589,0.563,0.447,0,DALTOR20240207,1.5,-209,-1.5,172,6.5,TOR,1.5,0.4299999999999997,DAL,8.012,1.5,Over,0.48,0.91,162,-182,1.62,4,5,TOR,9,1,0,1.5,Over,1,1,-1,0.91,0.48
TBL,NYR,0.509,-0.111,-1.741,0.497,0.305,0.228,-0.476,0.899,0.556,0.566,0.582,0.883,0.793,0.897,0.794,0,0.446,0.853,-0.961,0.585,-0.098,0.388,0.192,0.392,0.545,0.612,0.594,0.667,0.621,0.492,0.54,0,TBLNYR20240207,1.5,-246,-1.5,200,6.5,NYR,1.5,-0.5200000000000005,NYR,6.213,1.5,Under,0.41,0.91,190,-210,0.48,1,3,NYR,4,2,1,-1.5,Under,1,0,0.48,0.91,-1
MIN,CHI,-0.225,-0.454,0.472,0.455,0.055,-0.304,-0.491,0.649,0.42,0.42,0.437,0.471,0.679,0.637,0.356,0,-2.355,-1.215,1.734,0.249,-0.211,-0.801,-0.506,-0.801,0.133,0.119,0.116,0.202,0.267,0.239,0.221,0,MINCHI20240207,-1.5,129,1.5,-153,5.5,MIN,1.5,2.81,MIN,5.0889999999999995,-1.5,Under,1.29,0.91,-119,99,0.84,2,1,MIN,3,1,1,1.5,Under,1,0,0.84,0.91,-1
VAN,BOS,0.461,0.888,-0.503,0.598,0.714,0.933,0.986,0.875,0.897,0.798,0.752,0.547,0.631,0.588,0.648,0,0.389,0.405,-1.026,0.543,-0.138,0.138,1.091,1.566,0.785,0.688,0.692,0.643,0.694,0.823,0.804,0,VANBOS20240208,1.5,-220,-1.5,179,6,BOS,1.5,0.1999999999999993,VAN,5.557,1.5,Under,0.45,0.91,169,-189,1.69,0,4,BOS,4,4,0,-1.5,Under,1,0,-1,0.91,-1
WSH,FLA,-1.626,-0.033,0.996,0.387,-0.201,-0.537,-0.119,-0.114,0.306,0.292,0.285,0.14,0.098,0.251,0.239,0,0.981,1.608,-0.578,0.696,0.392,0.163,0.666,-0.195,0.569,0.645,0.686,0.556,0.721,0.595,0.504,0,WSHFLA20240208,1.5,-114,-1.5,-106,6,FLA,1.5,-4.41,FLA,3.7800000000000002,-1.5,Under,0.94,0.91,-116,96,0.96,2,4,FLA,6,2,1,-1.5,Under,1,1,0.96,0.91,0.94
CGY,NJD,0.23,0.215,0.073,0.537,0.192,0.224,0.091,-0.148,0.481,0.493,0.519,0.501,0.428,0.428,0.6,0,0.565,-0.531,-0.299,0.497,0.429,0.208,-0.932,0.296,0.434,0.452,0.458,0.448,0.398,0.424,0.437,0,CGYNJD20240208,1.5,-207,-1.5,171,6.5,NJD,1.5,0.20999999999999996,CGY,7.111,1.5,Over,0.48,0.91,161,-181,1.61,5,3,CGY,8,2,1,1.5,Over,1,1,1.61,0.91,0.48
WPG,PHI,0.079,1.499,1.169,0.65,0.022,0.351,1.532,0.413,0.74,0.7,0.685,0.283,0.307,0.325,0.493,0,0.381,0.855,0.072,0.6,0.032,-0.013,-0.25,-0.122,0.387,0.528,0.502,0.254,0.191,0.286,0.425,0,WPGPHI20240208,-1.5,189,1.5,-233,5.5,WPG,1.5,1.4300000000000006,WPG,4.106,1.5,Under,0.43,0.91,-179,159,0.56,1,4,PHI,5,3,0,1.5,Under,1,1,-1,0.91,0.43
COL,CAR,1.363,0.306,-1.188,0.61,1.056,0.78,-0.389,0.151,0.645,0.671,0.683,0.608,0.774,0.732,0.756,0,1.059,1.589,-1.894,0.674,-0.008,0.557,-1.293,0.032,0.34,0.598,0.574,0.582,0.493,0.475,0.511,0,COLCAR20240208,1.5,-219,-1.5,179,6.5,CAR,1.5,0.6900000000000004,COL,6.527,1.5,Over,0.46,0.91,169,-189,1.69,2,5,CAR,7,3,0,-1.5,Over,1,0,-1,0.91,-1
TBL,NYI,0.395,-0.087,-1.751,0.49,0.27,0.232,-0.454,0.701,0.533,0.557,0.556,0.668,0.688,0.796,0.821,1,-0.376,-1.513,0.81,0.365,0.517,0.366,0.611,0.036,0.636,0.385,0.423,0.466,0.487,0.407,0.292,0,TBLNYI20240208,1.5,-206,-1.5,171,6.5,NYI,1.5,0.9300000000000006,TBL,7.619,1.5,Over,0.49,0.91,161,-181,1.61,2,6,NYI,8,4,0,-1.5,Over,1,0,-1,0.91,-1
VEG,ARI,0.348,0.447,-0.425,0.555,0.316,0.217,1.059,-0.072,0.635,0.637,0.627,0.632,0.582,0.708,0.699,0,-1.079,-0.274,-0.445,0.383,0.002,0.049,0.289,0.256,0.513,0.476,0.406,0.2,0.441,0.398,0.466,0,VEGARI20240208,-1.5,180,1.5,-220,5.5,VEG,1.5,1.8099999999999987,VEG,5.096,-1.5,Under,1.8,0.91,-170,150,0.59,3,2,VEG,5,1,1,1.5,Under,1,0,0.59,0.91,-1
PIT,MIN,0.51,0.645,0.714,0.607,0.443,0.03,0.982,-0.268,0.592,0.553,0.618,0.659,0.479,0.543,0.542,0,-0.256,-0.35,0.469,0.461,0.034,-0.173,-0.438,0.47,0.415,0.424,0.439,0.42,0.625,0.565,0.448,0,PITMIN20240209,-1.5,196,1.5,-242,6,PIT,1.5,1.3899999999999997,PIT,5.959,1.5,Under,0.41,0.91,-186,166,0.54,2,3,MIN,5,1,0,1.5,Under,1,1,-1,0.91,0.41
NYR,CHI,0.424,0.945,-0.956,0.59,-0.089,0.382,0.249,0.41,0.559,0.62,0.619,0.848,0.634,0.642,0.604,0,-2.384,-1.148,1.707,0.252,-0.23,-0.678,-0.48,-0.765,0.135,0.116,0.117,0.327,0.183,0.191,0.202,0,NYRCHI20240209,-1.5,-114,1.5,-107,5.5,NYR,-1.5,4.619999999999999,NYR,4.242999999999999,-1.5,Under,0.88,0.91,124,-144,1.24,4,3,NYR,7,1,1,1.5,Over,0,0,1.24,-1,-1
EDM,ANA,1.337,1.045,-1.687,0.657,0.474,0.369,0.588,0.228,0.656,0.679,0.723,0.614,0.734,0.8,0.766,0,-1.123,-1.135,0.577,0.331,-0,-0.377,-0.114,-0.409,0.306,0.312,0.276,0.51,0.504,0.346,0.271,0,EDMANA20240209,-1.5,-116,1.5,-104,6.5,EDM,-1.5,4.0699999999999985,EDM,6.303999999999999,-1.5,Under,0.86,0.91,126,-146,1.26,5,3,EDM,8,2,1,-1.5,Over,0,1,1.26,-1,0.86
STL,BUF,-0.694,-0.379,1.2,0.438,0.261,-0.019,0.397,-0.088,0.504,0.428,0.462,0.544,0.609,0.542,0.547,0,0.063,0.274,0.724,0.541,-0.172,0.015,-0.084,0.264,0.432,0.428,0.495,0.614,0.428,0.497,0.452,0,STLBUF20240210,1.5,-179,-1.5,150,6,BUF,1.5,-0.7300000000000004,BUF,5.474,1.5,Under,0.56,0.91,140,-160,0.62,3,1,STL,4,2,0,1.5,Under,1,1,-1,0.91,0.56
DAL,MTL,0.922,0.032,-0.334,0.57,0.213,0.549,-0.155,1.032,0.653,0.661,0.637,0.544,0.585,0.634,0.658,0,-1.109,-1.53,0.989,0.309,-0.316,-0.024,0.017,-0.288,0.345,0.317,0.269,0.601,0.336,0.288,0.302,0,DALMTL20240210,-1.5,118,1.5,-140,6.5,DAL,1.5,3.2799999999999994,DAL,7.311,-1.5,Over,1.18,0.91,-108,88,0.93,3,2,DAL,5,1,1,1.5,Under,0,0,0.93,-1,-1
VAN,DET,0.312,0.871,-0.507,0.585,0.672,0.845,0.931,0.823,0.877,0.777,0.715,0.432,0.449,0.532,0.538,0,0.135,-0.659,-0.647,0.445,0.159,0.422,0.132,0.451,0.588,0.597,0.535,0.774,0.704,0.66,0.703,0,VANDET20240210,-1.5,179,1.5,-219,6.5,VAN,1.5,1.3999999999999986,VAN,6.234999999999999,1.5,Under,0.46,0.91,-169,149,0.59,3,4,DET,7,1,0,1.5,Over,0,1,-1,-1,0.46
CGY,NYI,0.279,0.163,0.083,0.537,0.22,0.265,0.143,-0.099,0.501,0.503,0.536,0.764,0.531,0.459,0.584,0,-0.331,-1.395,0.847,0.379,0.572,0.245,0.626,0.029,0.63,0.406,0.45,0.698,0.572,0.542,0.343,0,CGYNYI20240210,1.5,-231,-1.5,189,6.5,NYI,1.5,0.45999999999999996,CGY,7.18,1.5,Over,0.43,0.91,179,-199,1.79,5,2,CGY,7,3,1,1.5,Over,1,1,1.79,0.91,0.43
WSH,BOS,-1.649,-0.107,0.951,0.379,-0.207,-0.444,-0.057,-0.097,0.318,0.29,0.283,0.219,0.124,0.172,0.27,0,0.383,0.549,-1.01,0.554,-0.101,0.144,1.189,1.561,0.811,0.711,0.727,0.804,0.737,0.867,0.933,0,WSHBOS20240210,1.5,-115,-1.5,-105,5.5,BOS,1.5,-4.84,BOS,4.292,-1.5,Under,0.95,0.91,-115,95,0.95,3,0,WSH,3,3,0,1.5,Under,1,0,-1,0.91,-1
COL,FLA,1.299,0.253,-0.964,0.605,1.008,0.775,-0.452,0.123,0.628,0.659,0.648,0.283,0.614,0.609,0.661,0,1.036,1.634,-0.561,0.702,0.394,0.171,0.693,-0.113,0.586,0.651,0.701,0.567,0.69,0.669,0.511,0,COLFLA20240210,1.5,-213,-1.5,175,6.5,FLA,1.5,-0.9299999999999997,FLA,6.447999999999999,1.5,Under,0.47,0.91,165,-185,0.54,0,4,FLA,4,4,1,-1.5,Under,1,0,0.54,0.91,-1
TOR,OTT,1.146,-0.133,-0.698,0.567,0.798,0.218,-0.754,0.02,0.467,0.579,0.557,0.612,0.69,0.63,0.488,0,0.897,-0.775,0.877,0.527,0.013,0.265,-1.045,0.406,0.379,0.46,0.471,0.402,0.463,0.508,0.506,0,TOROTT20240210,-1.5,167,1.5,-202,6.5,TOR,1.5,0.45999999999999996,TOR,8.951,1.5,Over,0.5,0.91,-157,137,0.64,3,5,OTT,8,2,0,1.5,Over,1,1,-1,0.91,0.5
SEA,PHI,-0.685,0.556,-0.114,0.487,-0.057,0.203,0.428,-0.107,0.493,0.443,0.461,0.357,0.408,0.319,0.393,0,0.358,0.898,0.078,0.602,0.095,-0.008,-0.027,-0.12,0.421,0.548,0.53,0.577,0.346,0.257,0.486,0,SEAPHI20240210,1.5,-273,-1.5,220,5.5,PHI,1.5,-1.0900000000000007,PHI,4.219,1.5,Under,0.37,0.91,210,-230,0.43,2,3,PHI,5,1,1,1.5,Under,1,1,0.43,0.91,0.37
NJD,CAR,0.605,-0.572,-0.318,0.496,0.418,0.18,-0.989,0.312,0.418,0.442,0.449,0.384,0.434,0.406,0.422,0,1.09,1.601,-2.082,0.674,0.064,0.698,-1.262,0.048,0.367,0.616,0.61,0.695,0.714,0.626,0.612,0,NJDCAR20240210,1.5,-174,-1.5,145,6.5,CAR,1.5,-2.01,CAR,6.666,-1.5,Over,1.45,0.91,135,-155,0.65,0,1,CAR,1,1,1,1.5,Under,0,0,0.65,-1,-1
TBL,CBJ,0.311,-0.122,-1.774,0.48,0.245,0.227,-0.633,0.708,0.504,0.53,0.508,0.336,0.577,0.583,0.708,0,-0.482,-1.576,1.205,0.359,-0.359,0.067,-0.404,0.125,0.351,0.316,0.312,0.409,0.476,0.425,0.274,0,TBLCBJ20240210,-1.5,136,1.5,-161,6.5,TBL,1.5,1.5599999999999996,TBL,7.526999999999999,-1.5,Over,1.36,0.91,-126,106,0.79,4,2,TBL,6,2,1,-1.5,Under,0,1,0.79,-1,1.36
PIT,WPG,0.492,0.633,0.696,0.604,0.438,-0.01,0.966,-0.264,0.584,0.546,0.612,0.654,0.472,0.525,0.555,1,0.019,1.488,1.132,0.643,0.001,0.331,1.451,0.403,0.728,0.685,0.66,0.205,0.173,0.298,0.386,0,PITWPG20240210,1.5,-194,-1.5,162,5.5,WPG,1.5,-0.8800000000000008,WPG,4.39,1.5,Under,0.52,0.91,152,-172,0.58,1,2,WPG,3,1,1,1.5,Under,1,1,0.58,0.91,0.52
ARI,NSH,-1.127,-0.29,-0.447,0.378,0.001,-0.238,0.319,0.245,0.474,0.471,0.384,0.259,0.369,0.393,0.427,0,-0.066,0.047,0.402,0.507,0.156,-0.041,-0.168,-0.221,0.391,0.476,0.443,0.3,0.329,0.357,0.428,0,ARINSH20240210,1.5,-200,-1.5,165,6,NSH,1.5,-0.9899999999999998,NSH,5.050000000000001,1.5,Under,0.5,0.91,155,-175,0.57,4,5,NSH,9,1,1,1.5,Over,0,1,0.57,-1,0.5
EDM,LAK,1.369,1.04,-1.603,0.661,0.481,0.386,0.556,0.302,0.665,0.683,0.727,0.618,0.709,0.769,0.78,1,0.879,1.178,-1.078,0.643,0.142,0.221,0.851,0.299,0.636,0.601,0.628,0.397,0.311,0.347,0.339,0,EDMLAK20240210,-1.5,193,1.5,-236,6,EDM,1.5,0.589999999999999,EDM,6.029999999999999,1.5,Over,0.42,0.91,-183,163,0.55,0,4,LAK,4,4,0,1.5,Under,0,1,-1,-1,0.42
